project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split
PAI-00447,Demo Infrastructure Project 0447,2025-05,5,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,655.11,94,39,41.49,39.91,36.5,34.62,3.41,-1.88,23,9,1.0,11.11,1.0,0.0,0.0,0.0,40.95,14.75,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-06,6,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,738.59,94,47,50.0,51.83,54.01,50.91,-2.18,-3.1,23,11,3.0,27.27,1.0,0.0,0.0,0.0,46.17,15.72,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-07,7,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,837.05,94,55,58.51,54.55,52.89,,1.66,6.71,23,13,2.0,15.38,0.0,0.0,0.0,0.0,52.32,16.91,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-08,8,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,1023.39,94,63,67.02,69.13,65.41,75.82,3.73,10.41,23,15,4.0,26.67,0.0,0.0,0.0,0.0,63.97,27.51,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-09,9,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,1121.59,94,70,74.47,75.06,70.48,71.89,4.58,1.42,23,17,3.0,17.65,0.0,0.0,0.0,0.0,70.11,17.93,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-10,10,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,1242.48,94,78,82.98,81.67,77.46,83.78,4.21,6.32,23,19,6.0,31.58,0.0,1.0,1.0,0.0,77.66,38.11,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-11,11,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,1339.44,94,86,91.49,91.72,85.24,94.8,6.48,9.56,23,21,7.0,33.33,1.0,0.0,0.0,0.0,83.72,35.2,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00447,Demo Infrastructure Project 0447,2025-12,12,"Ministry of Ports, Shipping & Waterways",Mining,Maharashtra,Infrastructure Authority,1599.83,1599.83,1485.36,94,94,100.0,100.0,99.05,100.0,0.95,0.95,23,23,8.0,34.78,0.0,0.0,0.0,0.0,92.85,20.72,-1.02,9.05,0,0,0,1599.83,103,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-01,1,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,455.47,60.94,71,6,8.45,8.49,5.13,11.94,3.36,6.81,15,1,0.0,0.0,0.0,0.0,1.0,1.0,13.38,20.02,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-02,2,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,458.71,86.28,71,12,16.9,13.55,13.63,23.16,-0.08,9.53,15,2,0.0,0.0,0.0,0.0,0.0,0.0,18.81,3.14,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-03,3,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,462.3,105.75,71,18,25.35,22.09,19.74,20.19,2.35,0.46,15,3,1.0,33.33,,0.0,1.0,0.0,22.87,25.61,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-04,4,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,466.14,153.6,71,24,33.8,32.32,27.57,29.67,4.75,2.1,15,5,1.0,20.0,1.0,0.0,1.0,0.0,32.95,23.95,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-05,5,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,470.19,177.97,71,30,42.25,43.87,41.62,49.12,2.24,7.49,15,6,1.0,16.67,0.0,1.0,0.0,0.0,37.85,23.19,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-06,6,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,474.4,201.91,71,36,50.7,49.99,52.76,59.35,-2.77,6.59,15,7,2.0,28.57,0.0,1.0,1.0,0.0,42.56,27.52,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-07,7,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,478.75,260.4,71,41,57.75,55.66,52.71,,2.95,-1.2,15,8,2.0,25.0,0.0,0.0,0.0,1.0,54.39,11.05,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-08,8,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,483.23,289.04,71,47,66.2,66.08,56.11,60.79,9.97,4.68,15,10,3.0,30.0,0.0,0.0,0.0,0.0,59.82,30.29,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-09,9,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,487.82,306.95,71,53,74.65,74.13,67.63,79.11,6.5,11.48,15,11,3.0,27.27,1.0,0.0,0.0,0.0,62.92,32.49,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-10,10,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,492.52,361.43,71,59,83.1,82.89,76.24,82.34,6.65,6.1,15,12,4.0,33.33,0.0,0.0,0.0,0.0,73.38,27.83,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-11,11,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,497.31,359.73,71,65,91.55,93.12,87.53,90.27,5.59,2.75,15,13,4.0,30.77,0.0,0.0,1.0,0.0,72.33,30.63,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00461,Demo Infrastructure Project 0461,2025-12,12,Ministry of Housing & Urban Affairs,Communication,Tamil Nadu,Railway Agency,452.97,502.19,418.5,71,71,100.0,100.0,93.13,98.76,6.87,5.63,15,15,3.0,20.0,0.0,0.0,0.0,0.0,83.33,20.83,10.87,9.27,1,0,1,502.19,78,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-01,1,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8249.86,516.23,48,4,8.33,5.91,5.64,10.83,0.27,5.19,17,1,0.0,0.0,,0.0,0.0,0.0,6.26,3.84,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-02,2,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8291.29,1630.19,48,8,16.67,12.54,11.87,10.9,0.68,-0.96,17,2,0.0,0.0,0.0,0.0,0.0,0.0,19.66,6.24,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-03,3,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8337.28,1886.32,48,12,25.0,23.15,18.08,23.71,5.07,5.63,17,4,1.0,25.0,1.0,0.0,0.0,0.0,22.63,23.61,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-04,4,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8386.49,2300.13,48,16,33.33,36.46,28.88,37.78,7.57,8.9,17,5,1.0,20.0,0.0,0.0,1.0,0.0,27.43,31.83,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-05,5,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8438.24,2688.04,48,20,41.67,44.09,45.96,52.57,-1.87,6.6,17,7,2.0,28.57,0.0,0.0,0.0,0.0,31.86,19.47,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-06,6,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8492.12,4012.5,48,24,50.0,53.81,48.33,54.76,5.48,6.43,17,8,1.0,12.5,0.0,0.0,0.0,0.0,47.25,22.07,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-07,7,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8547.84,4625.58,48,28,58.33,60.31,58.01,59.57,2.3,1.56,17,9,1.0,11.11,0.0,0.0,0.0,0.0,54.11,12.76,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-08,8,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8605.18,5454.93,48,32,66.67,67.29,63.7,75.19,3.6,11.5,17,11,3.0,27.27,0.0,1.0,0.0,0.0,63.39,26.97,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-09,9,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8663.97,5645.28,48,36,75.0,77.98,73.42,83.48,4.56,10.06,17,12,3.0,25.0,1.0,1.0,0.0,0.0,65.16,40.61,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-10,10,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8724.08,6223.71,48,40,83.33,82.37,74.35,84.56,8.02,10.21,17,14,3.0,21.43,0.0,0.0,0.0,0.0,71.34,28.65,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-11,11,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8785.42,6389.79,48,44,91.67,94.69,92.95,100.0,1.74,7.05,17,15,5.0,33.33,0.0,1.0,0.0,0.0,72.73,21.34,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00462,Demo Infrastructure Project 0462,2025-12,12,Ministry of Mines,Transport & Logistics,Punjab,Railway Agency,8217.92,8847.87,7626.17,48,48,100.0,100.0,97.55,98.51,2.45,0.96,17,17,4.0,23.53,0.0,0.0,0.0,0.0,86.19,24.17,7.67,13.79,0,1,1,8847.87,55,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-01,1,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,1983.99,205.28,62,5,8.06,7.56,10.75,14.64,-3.2,3.88,24,2,1.0,50.0,0.0,0.0,0.0,0.0,10.35,10.87,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-02,2,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,1995.08,397.01,62,10,16.13,17.98,16.36,28.25,1.62,11.89,24,4,1.0,25.0,0.0,0.0,1.0,0.0,19.9,28.39,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-03,3,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2007.39,676.54,62,16,25.81,26.78,30.39,30.04,-3.61,-0.35,24,6,2.0,33.33,1.0,0.0,0.0,1.0,33.7,12.09,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-04,4,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2020.57,594.14,62,21,33.87,30.14,29.05,28.77,1.1,-0.27,24,8,1.0,12.5,,0.0,0.0,0.0,29.4,8.79,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-05,5,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2034.43,796.05,62,26,41.94,37.27,37.06,42.94,0.2,5.88,24,10,3.0,30.0,0.0,0.0,,0.0,39.13,23.04,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-06,6,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2048.85,929.85,62,31,50.0,48.78,43.87,50.67,4.9,6.79,24,12,2.0,16.67,1.0,1.0,0.0,0.0,45.38,26.54,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-07,7,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2063.77,1150.53,62,36,58.06,60.17,61.28,68.21,-1.1,6.93,24,14,4.0,28.57,0.0,0.0,1.0,1.0,55.75,29.47,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-08,8,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2079.12,1268.01,62,41,66.13,67.39,59.99,68.55,7.4,8.56,24,16,5.0,31.25,0.0,0.0,1.0,0.0,60.99,37.12,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-09,9,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2094.86,1432.0,62,46,74.19,76.49,70.65,71.22,5.84,0.57,24,18,5.0,27.78,1.0,0.0,0.0,0.0,68.36,19.64,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-10,10,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2110.96,1507.94,62,52,83.87,80.85,71.88,84.98,8.97,13.11,24,20,7.0,35.0,0.0,0.0,0.0,0.0,71.43,36.84,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-11,11,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2127.38,1713.99,62,57,91.94,89.2,84.22,90.02,4.97,5.79,24,22,4.0,18.18,0.0,0.0,0.0,0.0,80.57,23.14,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00479,Demo Infrastructure Project 0479,2025-12,12,Ministry of Coal,Social Infrastructure,Andhra Pradesh,State-linked Implementing Agency,1975.44,2144.1,1779.95,62,62,100.0,100.0,89.32,98.53,10.68,9.21,24,24,6.0,25.0,0.0,0.0,1.0,0.0,83.02,41.02,8.54,1.98,0,0,0,2144.1,64,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-01,1,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,453.14,28.35,47,4,8.51,7.37,9.67,21.55,-2.3,11.88,11,0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,13.13,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-02,2,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,459.11,97.49,47,8,17.02,14.86,8.02,19.32,6.84,11.31,11,1,0.0,0.0,0.0,0.0,0.0,1.0,21.23,21.0,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-03,3,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,465.73,114.1,47,12,25.53,25.43,24.13,,1.3,7.82,11,2,1.0,50.0,0.0,0.0,1.0,0.0,24.5,34.49,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-04,4,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,472.81,161.64,47,16,34.04,32.02,28.22,36.11,3.79,7.88,11,3,1.0,33.33,0.0,1.0,0.0,0.0,34.19,22.39,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-05,5,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,480.26,179.51,47,20,42.55,45.24,40.01,53.29,5.22,13.28,11,4,2.0,50.0,1.0,1.0,0.0,0.0,37.38,42.95,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-06,6,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,488.02,212.71,47,24,51.06,53.42,52.1,53.78,1.32,1.68,11,5,1.0,20.0,0.0,0.0,1.0,0.0,43.59,21.36,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-07,7,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,496.04,251.07,47,27,57.45,58.2,57.47,65.73,0.73,8.25,11,6,2.0,33.33,,0.0,0.0,0.0,50.61,22.79,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-08,8,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,504.3,284.84,47,31,65.96,68.32,57.63,60.82,10.69,3.19,11,7,2.0,28.57,0.0,1.0,1.0,0.0,56.48,42.68,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-09,9,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,512.76,319.81,47,35,74.47,74.48,66.85,68.06,7.63,1.21,11,8,2.0,25.0,,0.0,1.0,0.0,62.37,28.29,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-10,10,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,521.42,348.89,47,39,82.98,82.44,74.29,79.18,8.15,4.89,11,9,3.0,33.33,1.0,0.0,0.0,0.0,66.91,31.2,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-11,11,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,530.25,391.13,47,43,91.49,91.68,81.2,84.54,10.49,3.34,11,10,2.0,20.0,0.0,0.0,0.0,0.0,73.76,25.01,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00480,Demo Infrastructure Project 0480,2025-12,12,Ministry of Communications,Water & Sanitation,Karnataka,Railway Agency,448.54,539.24,429.15,47,47,100.0,98.12,86.43,96.55,11.7,10.13,11,11,4.0,36.36,0.0,0.0,0.0,0.0,79.58,34.98,20.22,14.86,1,1,1,539.24,54,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-01,1,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,921.57,89.37,90,8,8.89,7.93,9.66,14.64,-1.73,4.99,14,1,0.0,0.0,0.0,1.0,0.0,0.0,9.7,11.56,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-02,2,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,925.1,152.89,90,15,16.67,17.44,14.01,15.13,3.43,1.12,14,2,0.0,0.0,0.0,0.0,0.0,0.0,16.53,8.75,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-03,3,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,929.02,227.21,90,22,24.44,24.94,22.26,34.77,2.68,12.5,14,3,0.0,0.0,0.0,0.0,0.0,0.0,24.46,19.94,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-04,4,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,933.21,336.11,90,30,33.33,29.89,27.48,30.22,2.41,2.74,14,4,1.0,25.0,0.0,0.0,0.0,0.0,36.02,15.37,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-05,5,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,937.61,353.74,90,38,42.22,41.17,39.65,44.34,1.52,4.69,14,5,1.0,20.0,0.0,0.0,0.0,0.0,37.73,9.66,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-06,6,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,942.2,425.49,90,45,50.0,47.66,43.53,47.84,4.13,4.32,14,7,2.0,28.57,0.0,0.0,0.0,0.0,45.16,23.22,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-07,7,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,946.95,506.3,90,52,57.78,56.54,54.2,66.95,2.35,12.76,14,8,1.0,12.5,0.0,0.0,0.0,0.0,53.47,22.18,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-08,8,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,951.83,560.86,90,60,66.67,64.8,58.94,62.95,5.86,4.01,14,9,2.0,22.22,0.0,0.0,0.0,0.0,58.92,15.93,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-09,9,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,956.83,648.08,90,68,75.56,78.46,73.71,81.62,4.75,7.91,14,10,2.0,20.0,0.0,0.0,0.0,0.0,67.73,26.03,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-10,10,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,961.95,698.58,90,75,83.33,82.39,79.57,87.57,2.81,7.99,14,11,3.0,27.27,1.0,0.0,1.0,0.0,72.62,43.06,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-11,11,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,967.17,782.09,90,82,91.11,90.68,85.56,85.39,5.11,-0.17,14,12,2.0,16.67,0.0,1.0,0.0,0.0,80.86,26.56,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00481,Demo Infrastructure Project 0481,2025-12,12,Ministry of Power,Water & Sanitation,Madhya Pradesh,Infrastructure Authority,918.86,972.49,837.6,90,90,100.0,99.95,91.65,100.0,8.3,8.35,14,14,4.0,28.57,0.0,0.0,,0.0,86.13,27.77,5.84,32.24,0,1,1,972.49,120,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-01,1,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,956.72,132.82,37,3,8.11,6.91,0.68,6.86,6.23,6.18,16,1,0.0,0.0,0.0,0.0,0.0,0.0,13.88,12.57,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-02,2,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,963.5,158.36,37,6,16.22,16.78,18.03,29.81,-1.25,11.78,16,2,0.0,0.0,0.0,0.0,,1.0,16.44,9.04,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-03,3,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,971.01,219.92,37,9,24.32,22.59,22.23,27.89,0.36,5.65,16,4,1.0,25.0,0.0,0.0,0.0,0.0,22.65,16.3,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-04,4,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,979.06,299.85,37,12,32.43,32.9,31.18,35.1,1.72,3.92,16,5,1.0,20.0,0.0,0.0,0.0,0.0,30.63,11.92,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-05,5,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,987.52,365.08,37,15,40.54,42.85,44.32,48.7,-1.47,4.38,16,6,2.0,33.33,0.0,0.0,,0.0,36.97,21.31,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-06,6,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,996.34,491.75,37,18,48.65,55.63,54.19,65.64,1.44,11.45,16,8,1.0,12.5,0.0,0.0,0.0,0.0,49.36,21.01,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-07,7,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1005.45,530.21,37,22,59.46,56.99,59.02,60.2,-2.03,1.18,16,9,2.0,22.22,0.0,0.0,0.0,0.0,52.73,14.74,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-08,8,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1014.82,529.26,37,25,67.57,62.33,56.75,59.93,5.58,3.19,16,10,3.0,30.0,1.0,1.0,0.0,0.0,52.15,32.25,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-09,9,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1024.44,680.37,37,28,75.68,77.33,74.31,82.16,3.02,7.86,16,12,4.0,33.33,0.0,1.0,1.0,0.0,66.41,35.38,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-10,10,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1034.27,707.45,37,31,83.78,83.43,86.33,92.07,-2.9,5.74,16,13,5.0,38.46,0.0,1.0,,0.0,68.4,26.19,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-11,11,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1044.29,794.15,37,34,91.89,94.34,89.68,90.24,4.66,0.56,16,14,4.0,28.57,0.0,0.0,0.0,0.0,76.05,23.93,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00515,Demo Infrastructure Project 0515,2025-12,12,Ministry of Jal Shakti,Energy,Madhya Pradesh,PSU,951.5,1054.51,881.19,37,37,100.0,97.75,90.33,96.22,7.42,5.89,16,16,5.0,31.25,0.0,0.0,0.0,0.0,83.56,26.44,10.83,15.43,1,1,1,1054.51,43,live_demo
PAI-00553,Demo Infrastructure Project 0553,2025-01,1,Ministry of Housing & Urban Affairs,Transport & Logistics,Karnataka,Central Government Department,667.4,672.01,42.73,30,2,6.67,10.44,12.07,23.92,-1.62,11.86,26,2,0.0,0.0,0.0,1.0,0.0,0.0,6.36,16.82,13.65,40.98,1,1,1,758.48,43,live_demo
PAI-00553,Demo Infrastructure Project 0553,2025-02,2,Ministry of Housing & Urban Affairs,Transport & Logistics,Karnataka,Central Government Department,667.4,678.0,115.03,30,5,16.67,15.8,10.71,25.78,5.09,15.07,26,4,1.0,25.0,0.0,0.0,0.0,0.0,16.97,25.11,13.65,40.98,1,1,1,758.48,43,live_demo
