project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split
PAI-01061,Demo Infrastructure Project 1061,2025-05,5,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1134.68,496.7,68,28,41.18,39.5,43.74,43.67,-4.23,-0.07,24,10,3.0,30.0,1.0,1.0,0.0,0.0,43.77,13.59,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-06,6,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1135.12,526.96,68,34,50.0,49.7,45.24,50.23,4.46,4.99,24,12,3.0,25.0,1.0,0.0,0.0,0.0,46.42,23.34,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-07,7,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1135.58,601.87,68,40,58.82,57.1,49.79,57.4,7.31,7.61,24,14,4.0,28.57,0.0,0.0,1.0,1.0,53.0,34.81,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-08,8,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1136.05,710.06,68,45,66.18,65.3,63.65,61.87,1.65,-1.78,24,16,3.0,18.75,0.0,0.0,1.0,0.0,62.5,23.93,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-09,9,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1136.53,778.22,68,51,75.0,76.75,76.12,86.14,0.64,10.03,24,18,7.0,38.89,0.0,0.0,0.0,0.0,68.47,31.35,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-10,10,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1137.02,867.24,68,57,83.82,82.7,80.71,91.86,1.99,11.15,24,20,5.0,25.0,1.0,0.0,0.0,0.0,76.27,25.08,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-11,11,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1137.52,960.03,68,62,91.18,88.95,80.61,84.77,8.33,4.16,24,22,6.0,27.27,0.0,0.0,0.0,0.0,84.4,29.78,0.45,6.94,0,0,0,1138.03,73,train
PAI-01061,Demo Infrastructure Project 1061,2025-12,12,Ministry of Steel,Mining,Andhra Pradesh,Central Government Department,1132.88,1138.03,1048.53,68,68,100.0,100.0,88.43,91.19,11.57,2.76,24,24,7.0,29.17,0.0,0.0,0.0,0.0,92.14,30.38,0.45,6.94,0,0,0,1138.03,73,train
PAI-01062,Demo Infrastructure Project 1062,2025-01,1,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,538.28,40.11,91,8,8.79,9.07,7.92,19.9,1.14,11.97,16,1,0.0,0.0,0.0,,0.0,0.0,7.45,13.28,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-02,2,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,546.65,106.9,91,15,16.48,19.95,18.45,32.14,1.5,13.69,16,2,1.0,50.0,0.0,0.0,0.0,0.0,19.56,23.55,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-03,3,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,555.94,126.96,91,23,25.27,24.77,31.69,39.17,-6.92,7.48,16,4,1.0,25.0,0.0,0.0,0.0,1.0,22.84,17.97,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-04,4,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,565.89,166.35,91,30,32.97,32.15,31.04,43.87,1.11,12.83,16,5,1.0,20.0,0.0,0.0,1.0,0.0,29.4,25.35,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-05,5,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,576.35,192.4,91,38,41.76,42.29,36.05,47.51,6.24,11.46,16,6,2.0,33.33,0.0,0.0,0.0,0.0,33.38,23.1,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-06,6,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,587.24,289.27,91,46,50.55,48.92,47.32,58.99,1.6,11.67,16,8,3.0,37.5,1.0,0.0,0.0,0.0,49.26,26.08,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-07,7,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,598.5,304.2,91,53,58.24,59.43,52.99,57.67,6.44,4.68,16,9,3.0,33.33,0.0,0.0,1.0,0.0,50.83,34.05,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-08,8,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,610.09,350.65,91,61,67.03,66.55,61.16,68.83,5.39,7.67,16,10,4.0,40.0,1.0,0.0,1.0,1.0,57.48,39.89,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-09,9,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,621.97,371.48,91,68,74.73,74.96,69.07,75.55,5.89,6.48,16,12,4.0,33.33,0.0,0.0,0.0,0.0,59.73,18.22,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-10,10,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,634.12,432.46,91,76,83.52,85.2,81.43,92.67,3.77,11.23,16,13,5.0,38.46,0.0,0.0,1.0,0.0,68.2,37.27,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-11,11,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,646.51,460.44,91,83,91.21,93.03,88.13,91.24,4.9,3.11,16,14,5.0,35.71,0.0,1.0,0.0,0.0,71.22,24.14,23.94,19.81,1,1,1,659.13,110,train
PAI-01062,Demo Infrastructure Project 1062,2025-12,12,Ministry of Jal Shakti,Communication,Maharashtra,State-linked Implementing Agency,531.82,659.13,493.84,91,91,100.0,100.0,92.81,100.0,7.19,7.19,16,16,5.0,31.25,0.0,0.0,0.0,0.0,74.92,21.24,23.94,19.81,1,1,1,659.13,110,train
PAI-01063,Demo Infrastructure Project 1063,2025-01,1,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1063.32,125.09,81,7,8.64,8.69,9.19,18.62,-0.5,9.44,26,2,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.31,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-02,2,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1077.55,205.83,81,14,17.28,16.04,18.05,31.13,-2.02,13.08,26,4,0.0,0.0,0.0,0.0,0.0,0.0,19.1,15.15,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-03,3,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1093.34,268.26,81,20,24.69,27.32,24.69,32.29,2.64,7.6,26,6,1.0,16.67,0.0,1.0,0.0,0.0,24.54,20.01,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-04,4,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1110.24,363.04,81,27,33.33,32.85,28.4,39.2,4.46,10.8,26,8,1.0,12.5,1.0,0.0,1.0,0.0,32.7,34.59,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-05,5,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1128.01,420.37,81,34,41.98,42.91,42.36,47.23,0.55,4.87,26,10,2.0,20.0,0.0,0.0,0.0,0.0,37.27,10.52,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-06,6,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1146.52,475.27,81,40,49.38,54.23,54.84,58.26,-0.61,3.42,26,13,3.0,23.08,0.0,0.0,,0.0,41.45,16.96,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-07,7,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1165.65,533.08,81,47,58.02,58.28,56.48,63.57,1.8,7.09,26,15,2.0,13.33,0.0,1.0,0.0,0.0,45.73,21.59,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-08,8,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1185.34,636.09,81,54,66.67,68.0,62.27,66.52,5.73,4.25,26,17,3.0,17.65,0.0,0.0,0.0,0.0,53.66,18.06,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-09,9,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1205.53,741.4,81,61,75.31,76.84,73.5,86.23,3.34,12.72,26,19,4.0,21.05,0.0,0.0,0.0,0.0,61.5,26.81,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-10,10,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1226.17,787.82,81,68,83.95,83.16,81.13,81.48,2.03,0.35,26,21,7.0,33.33,0.0,0.0,0.0,0.0,64.25,18.45,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-11,11,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1247.23,802.66,81,74,91.36,93.64,86.99,100.0,6.65,13.01,26,23,8.0,34.78,0.0,0.0,1.0,0.0,64.36,44.35,20.56,20.21,1,1,1,1268.68,98,train
PAI-01063,Demo Infrastructure Project 1063,2025-12,12,"Ministry of Ports, Shipping & Waterways",Energy,Punjab,Infrastructure Authority,1052.36,1268.68,976.5,81,81,100.0,100.0,90.7,92.54,9.3,1.85,26,26,7.0,26.92,0.0,0.0,0.0,0.0,76.97,25.13,20.56,20.21,1,1,1,1268.68,98,train
PAI-01065,Demo Infrastructure Project 1065,2025-01,1,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2448.02,245.85,35,3,8.57,6.18,3.09,2.36,3.09,-0.73,22,1,0.0,0.0,0.0,0.0,0.0,0.0,10.04,0.0,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-02,2,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2455.19,428.84,35,6,17.14,15.82,12.81,20.59,3.0,7.78,22,3,1.0,33.33,1.0,0.0,0.0,0.0,17.47,18.15,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-03,3,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2463.15,600.04,35,9,25.71,24.66,23.19,,1.47,5.3,22,5,1.0,20.0,0.0,0.0,0.0,1.0,24.36,13.24,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-04,4,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2471.67,806.38,35,12,34.29,32.87,30.59,38.78,2.27,8.19,22,7,1.0,14.29,0.0,1.0,0.0,0.0,32.63,20.58,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-05,5,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2480.62,814.77,35,15,42.86,42.58,42.59,58.01,-0.0,15.42,22,9,2.0,22.22,0.0,0.0,0.0,0.0,32.85,23.41,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-06,6,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2489.95,1088.63,35,18,51.43,47.91,48.91,51.43,-1.0,2.51,22,11,3.0,27.27,0.0,0.0,0.0,0.0,43.72,9.66,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-07,7,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2499.59,1422.9,35,20,57.14,56.56,50.95,56.53,5.61,5.58,22,12,3.0,25.0,0.0,0.0,0.0,0.0,56.93,26.82,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-08,8,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2509.51,1505.79,35,23,65.71,65.83,59.3,58.52,6.53,-0.78,22,14,5.0,35.71,0.0,0.0,0.0,0.0,60.0,21.67,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-09,9,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2519.68,1607.73,35,26,74.29,77.59,73.34,81.53,4.24,8.18,22,16,4.0,25.0,0.0,0.0,0.0,0.0,63.81,23.49,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-10,10,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2530.08,1800.41,35,29,82.86,86.69,86.18,89.91,0.51,3.73,22,18,,22.22,0.0,0.0,0.0,0.0,71.16,17.74,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-11,11,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2540.69,2080.28,35,32,91.43,92.2,86.31,88.85,5.89,2.54,22,20,4.0,20.0,0.0,0.0,1.0,0.0,81.88,32.92,4.46,17.09,0,1,1,2551.5,41,train
PAI-01065,Demo Infrastructure Project 1065,2025-12,12,Ministry of Mines,Energy,Bihar,Infrastructure Authority,2442.5,2551.5,2194.53,35,35,100.0,100.0,93.53,94.94,6.47,1.41,22,22,5.0,22.73,0.0,0.0,0.0,,86.01,23.56,4.46,17.09,0,1,1,2551.5,41,train
PAI-01066,Demo Infrastructure Project 1066,2025-01,1,Ministry of Communications,Mining,Maharashtra,PSU,704.33,708.5,89.5,51,4,7.84,8.48,9.86,15.25,-1.38,5.39,13,1,0.0,0.0,0.0,0.0,0.0,0.0,12.63,2.73,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-02,2,Ministry of Communications,Mining,Maharashtra,PSU,704.33,713.92,154.12,51,8,15.69,13.0,11.07,15.29,1.93,4.22,13,2,1.0,50.0,1.0,,0.0,0.0,21.59,29.3,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-03,3,Ministry of Communications,Mining,Maharashtra,PSU,704.33,719.92,188.32,51,13,25.49,22.24,18.01,34.03,4.23,16.02,13,3,1.0,33.33,0.0,,1.0,0.0,26.16,37.36,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-04,4,Ministry of Communications,Mining,Maharashtra,PSU,704.33,726.35,250.55,51,17,33.33,35.41,33.33,46.06,2.08,12.74,13,4,1.0,25.0,1.0,0.0,1.0,0.0,34.49,30.63,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-05,5,Ministry of Communications,Mining,Maharashtra,PSU,704.33,733.11,338.23,51,21,41.18,39.11,40.13,52.51,-1.02,12.38,13,5,,40.0,1.0,0.0,1.0,0.0,46.14,29.95,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-06,6,Ministry of Communications,Mining,Maharashtra,PSU,704.33,740.15,370.8,51,26,50.98,48.55,44.66,55.21,3.88,10.55,13,6,2.0,33.33,0.0,0.0,1.0,0.0,50.1,38.11,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-07,7,Ministry of Communications,Mining,Maharashtra,PSU,704.33,747.43,434.59,51,30,58.82,54.92,47.74,55.85,7.18,8.11,13,7,2.0,28.57,1.0,0.0,1.0,0.0,58.15,44.57,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-08,8,Ministry of Communications,Mining,Maharashtra,PSU,704.33,754.92,488.31,51,34,66.67,63.95,61.71,67.21,2.24,5.5,13,8,3.0,37.5,0.0,0.0,0.0,1.0,64.68,27.98,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-09,9,Ministry of Communications,Mining,Maharashtra,PSU,704.33,762.6,549.01,51,38,74.51,74.23,67.75,75.21,6.48,7.46,13,9,3.0,33.33,0.0,0.0,0.0,0.0,71.99,28.51,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-10,10,Ministry of Communications,Mining,Maharashtra,PSU,704.33,770.46,577.75,51,42,82.35,87.35,75.21,83.51,12.14,8.31,13,10,4.0,40.0,0.0,1.0,0.0,0.0,74.99,36.4,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-11,11,Ministry of Communications,Mining,Maharashtra,PSU,704.33,778.47,642.97,51,47,92.16,94.32,82.72,91.02,11.6,8.3,13,11,4.0,36.36,0.0,0.0,0.0,0.0,82.59,33.15,11.68,20.74,1,1,1,786.63,62,train
PAI-01066,Demo Infrastructure Project 1066,2025-12,12,Ministry of Communications,Mining,Maharashtra,PSU,704.33,786.63,694.95,51,51,100.0,99.84,88.16,94.49,11.68,6.34,13,13,5.0,38.46,0.0,1.0,1.0,0.0,88.34,40.37,11.68,20.74,1,1,1,786.63,62,train
PAI-01067,Demo Infrastructure Project 1067,2025-01,1,Ministry of Mines,Energy,Telangana,PSU,576.82,579.71,53.92,55,5,9.09,7.6,10.53,14.53,-2.93,4.0,26,2,0.0,0.0,0.0,0.0,0.0,1.0,9.3,2.37,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-02,2,Ministry of Mines,Energy,Telangana,PSU,576.82,583.45,115.92,55,9,16.36,15.57,7.64,19.46,7.93,11.82,26,4,2.0,50.0,0.0,0.0,1.0,0.0,19.87,38.59,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-03,3,Ministry of Mines,Energy,Telangana,PSU,576.82,587.61,138.2,55,14,25.45,25.55,26.51,32.45,-0.96,5.94,26,6,0.0,0.0,1.0,0.0,0.0,0.0,23.52,8.79,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-04,4,Ministry of Mines,Energy,Telangana,PSU,576.82,592.06,161.74,55,18,32.73,32.1,32.74,39.28,-0.64,6.53,26,8,2.0,25.0,0.0,0.0,0.0,0.0,27.32,15.76,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-05,5,Ministry of Mines,Energy,Telangana,PSU,576.82,596.74,223.95,55,23,41.82,41.16,38.89,38.75,2.27,-0.13,26,10,3.0,30.0,0.0,1.0,0.0,0.0,37.53,17.43,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-06,6,Ministry of Mines,Energy,Telangana,PSU,576.82,601.61,267.54,55,28,50.91,51.05,48.3,52.59,2.76,4.29,26,13,2.0,15.38,0.0,0.0,,0.0,44.47,13.52,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-07,7,Ministry of Mines,Energy,Telangana,PSU,576.82,606.65,310.47,55,32,58.18,60.3,62.79,66.2,-2.48,3.41,26,15,2.0,13.33,0.0,0.0,0.0,0.0,51.18,8.34,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-08,8,Ministry of Mines,Energy,Telangana,PSU,576.82,611.83,363.0,55,37,67.27,69.07,64.67,71.4,4.41,6.73,26,17,1.0,5.88,1.0,0.0,0.0,0.0,59.33,17.35,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-09,9,Ministry of Mines,Energy,Telangana,PSU,576.82,617.14,388.65,55,41,74.55,72.0,65.69,72.68,6.31,6.99,26,19,4.0,21.05,0.0,0.0,0.0,0.0,62.98,25.67,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-10,10,Ministry of Mines,Energy,Telangana,PSU,576.82,622.58,417.33,55,46,83.64,82.64,76.24,78.45,6.4,2.21,26,21,4.0,19.05,0.0,1.0,0.0,0.0,67.03,23.68,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-11,11,Ministry of Mines,Energy,Telangana,PSU,576.82,628.12,449.62,55,50,90.91,94.12,87.27,93.55,6.86,6.28,26,23,6.0,26.09,0.0,0.0,1.0,0.0,71.58,39.02,9.87,3.86,0,0,0,633.77,58,train
PAI-01067,Demo Infrastructure Project 1067,2025-12,12,Ministry of Mines,Energy,Telangana,PSU,576.82,633.77,537.05,55,55,100.0,100.0,99.59,100.0,0.41,0.41,26,26,3.0,11.54,0.0,0.0,0.0,1.0,84.74,16.02,9.87,3.86,0,0,0,633.77,58,train
PAI-01068,Demo Infrastructure Project 1068,2025-01,1,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,151.26,17.79,26,2,7.69,9.72,6.32,20.68,3.4,14.35,16,1,0.0,0.0,0.0,0.0,0.0,0.0,11.76,20.57,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-02,2,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,152.9,30.67,26,4,15.38,15.11,21.57,31.7,-6.46,10.13,16,2,1.0,50.0,1.0,0.0,1.0,0.0,20.06,35.57,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-03,3,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,154.72,32.9,26,6,23.08,25.2,26.59,27.1,-1.39,0.51,16,4,1.0,25.0,0.0,0.0,0.0,0.0,21.27,12.49,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-04,4,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,156.66,49.98,26,9,34.62,32.26,34.52,42.66,-2.26,8.14,16,5,1.0,20.0,0.0,0.0,0.0,0.0,31.9,15.0,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-05,5,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,158.71,55.33,26,11,42.31,44.65,36.78,45.61,7.87,8.83,16,6,1.0,16.67,0.0,1.0,1.0,0.0,34.86,34.2,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-06,6,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,160.84,67.15,26,13,50.0,50.61,49.05,57.36,1.56,8.31,16,8,2.0,25.0,0.0,0.0,0.0,0.0,41.75,11.74,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-07,7,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,163.04,85.49,26,15,57.69,60.78,58.64,59.78,2.14,1.14,16,9,2.0,22.22,0.0,0.0,1.0,1.0,52.44,19.76,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-08,8,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,165.3,96.12,26,17,65.38,64.54,63.39,70.62,1.15,7.24,16,10,3.0,30.0,0.0,0.0,0.0,0.0,58.15,21.78,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-09,9,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,167.63,104.25,26,20,76.92,74.69,69.39,66.49,5.3,-2.9,16,12,3.0,25.0,0.0,0.0,0.0,0.0,62.19,17.16,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-10,10,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,170.0,113.36,26,22,84.62,79.87,74.77,79.34,5.1,4.57,16,13,3.0,23.08,0.0,1.0,1.0,0.0,66.68,33.67,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-11,11,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,172.42,127.69,26,24,92.31,93.48,85.24,90.19,8.25,4.96,16,14,4.0,28.57,0.0,0.0,0.0,0.0,74.06,22.44,16.6,4.91,1,0,1,174.89,28,train
PAI-01068,Demo Infrastructure Project 1068,2025-12,12,Ministry of Jal Shakti,Social Infrastructure,Haryana,State-linked Implementing Agency,150.0,174.89,135.86,26,26,100.0,99.28,97.21,93.64,2.07,-3.57,16,16,4.0,25.0,1.0,0.0,0.0,0.0,77.68,21.93,16.6,4.91,1,0,1,174.89,28,train
PAI-01069,Demo Infrastructure Project 1069,2025-01,1,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Kerala,PSU,2232.29,2246.35,282.16,25,2,8.0,6.55,9.51,10.26,-2.96,0.75,18,1,0.0,0.0,0.0,0.0,0.0,0.0,12.56,1.65,12.42,20.61,1,1,1,2509.59,31,train
PAI-01069,Demo Infrastructure Project 1069,2025-02,2,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Kerala,PSU,2232.29,2264.59,397.35,25,4,16.0,16.14,11.77,19.21,4.37,7.44,18,3,1.0,33.33,0.0,0.0,1.0,0.0,17.55,25.84,12.42,20.61,1,1,1,2509.59,31,train
PAI-01069,Demo Infrastructure Project 1069,2025-03,3,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Kerala,PSU,2232.29,2284.83,581.87,25,6,24.0,26.17,23.81,21.5,2.37,-2.31,18,4,1.0,25.0,0.0,0.0,0.0,0.0,25.47,10.69,12.42,20.61,1,1,1,2509.59,31,train
PAI-01069,Demo Infrastructure Project 1069,2025-04,4,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Kerala,PSU,2232.29,2306.49,730.92,25,8,32.0,36.45,34.75,31.78,1.7,-2.97,18,6,2.0,33.33,1.0,0.0,0.0,0.0,31.69,16.78,12.42,20.61,1,1,1,2509.59,31,train
PAI-01069,Demo Infrastructure Project 1069,2025-05,5,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Kerala,PSU,2232.29,2329.27,875.04,25,10,40.0,39.01,36.26,37.71,2.75,1.45,18,7,2.0,28.57,0.0,0.0,0.0,0.0,37.57,14.9,12.42,20.61,1,1,1,2509.59,31,train
