project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split,cost_risk_probability,time_risk_probability,overall_risk_score,risk_level,risk_change,risk_change_3m,early_warning
PAI-00431,Demo Infrastructure Project 0431,2025-05,5,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,754.95,289.31,41,17,41.46,44.6,44.75,52.99,-0.15,8.24,20,8,2.0,25.0,0.0,,0.0,0.0,38.32,18.91,13.98,30.46,1,1,1,820.4,54,test,66.27557,76.02167,71.14862,HIGH,-13.70816,7.091774,WATCH
PAI-00431,Demo Infrastructure Project 0431,2025-06,6,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,763.56,348.19,41,20,48.78,47.38,42.27,51.69,5.1,9.42,20,10,3.0,30.0,0.0,0.0,1.0,0.0,45.6,33.94,13.98,30.46,1,1,1,820.4,54,test,74.85608,81.46188,78.15898,HIGH,7.0103607,-2.3168411,WATCH
PAI-00431,Demo Infrastructure Project 0431,2025-07,7,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,772.46,408.34,41,24,58.54,61.17,54.73,63.88,6.45,9.15,20,11,3.0,27.27,0.0,0.0,0.0,0.0,52.86,25.05,13.98,30.46,1,1,1,820.4,54,test,63.01632,76.91597,69.96614,MEDIUM,-8.192841,-14.89064,WATCH
PAI-00431,Demo Infrastructure Project 0431,2025-08,8,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,781.63,485.49,41,27,65.85,64.92,56.43,58.55,8.5,2.13,20,13,4.0,30.77,0.0,0.0,1.0,0.0,62.11,33.02,13.98,30.46,1,1,1,820.4,54,test,53.800247,80.481926,67.14108,MEDIUM,-2.825058,-4.007538,WATCH
PAI-00431,Demo Infrastructure Project 0431,2025-09,9,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,791.02,543.01,41,31,75.61,72.4,67.42,67.39,4.98,-0.03,20,15,7.0,46.67,0.0,1.0,0.0,0.0,68.65,30.86,13.98,30.46,1,1,1,820.4,54,test,71.067444,86.27534,78.671394,HIGH,11.530312,0.512413,HIGH ALERT
PAI-00431,Demo Infrastructure Project 0431,2025-10,10,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,800.62,600.36,41,34,82.93,84.08,72.72,83.29,11.36,10.57,20,16,5.0,31.25,0.0,0.0,1.0,0.0,74.99,49.51,13.98,30.46,1,1,1,820.4,54,test,51.684155,84.16647,67.92531,MEDIUM,-10.746086,-2.0408325,WATCH
PAI-00431,Demo Infrastructure Project 0431,2025-11,11,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,810.42,606.02,41,38,92.68,92.92,78.06,,14.86,16.52,20,18,7.0,38.89,1.0,0.0,0.0,0.0,74.78,45.93,13.98,30.46,1,1,1,820.4,54,test,99.095985,91.76261,95.4293,HIGH,27.50399,28.288216,CRITICAL
PAI-00431,Demo Infrastructure Project 0431,2025-12,12,Ministry of Communications,Mining,Tamil Nadu,PSU,719.75,820.4,679.08,41,41,100.0,100.0,89.72,100.0,10.28,10.28,20,20,11.0,55.0,,0.0,0.0,0.0,82.77,34.06,13.98,30.46,1,1,1,820.4,54,test,97.82004,95.80779,96.81392,HIGH,1.3846207,18.142525,CRITICAL
PAI-00436,Demo Infrastructure Project 0436,2025-01,1,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,689.27,60.46,75,6,8.0,9.69,10.56,17.34,-0.88,6.78,26,2,0.0,0.0,0.0,0.0,,0.0,8.77,7.18,19.37,15.85,1,1,1,814.78,87,test,49.959454,66.132286,58.04587,MEDIUM,,,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-02,2,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,697.97,132.81,75,12,16.0,18.65,20.54,19.68,-1.89,-0.86,26,4,1.0,25.0,1.0,0.0,1.0,0.0,19.03,22.81,19.37,15.85,1,1,1,814.78,87,test,51.39708,74.3593,62.878193,MEDIUM,4.832321,,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-03,3,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,707.62,167.44,75,19,25.33,24.71,25.2,34.9,-0.49,9.7,26,6,1.0,16.67,0.0,0.0,1.0,0.0,23.66,22.53,19.37,15.85,1,1,1,814.78,87,test,53.378815,69.17645,61.277634,MEDIUM,-1.6005592,,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-04,4,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,717.94,215.21,75,25,33.33,32.95,31.46,36.79,1.49,5.32,26,8,2.0,25.0,0.0,0.0,1.0,0.0,29.98,21.3,19.37,15.85,1,1,1,814.78,87,test,55.67768,71.46913,63.57341,MEDIUM,2.2957764,5.5275383,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-05,5,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,728.81,288.93,75,31,41.33,41.6,39.74,46.92,1.86,7.18,26,10,2.0,20.0,1.0,0.0,0.0,0.0,39.64,21.11,19.37,15.85,1,1,1,814.78,87,test,54.47842,69.4702,61.97431,MEDIUM,-1.5990982,-0.9038811,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-06,6,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,740.11,286.83,75,38,50.67,48.8,47.11,51.23,1.69,4.13,26,13,3.0,23.08,0.0,0.0,0.0,1.0,38.75,18.18,19.37,15.85,1,1,1,814.78,87,test,60.656166,71.72377,66.18997,MEDIUM,4.21566,4.9123383,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-07,7,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,751.81,392.71,75,44,58.67,59.95,51.48,58.0,8.47,6.51,26,15,5.0,33.33,,0.0,0.0,0.0,52.24,29.61,19.37,15.85,1,1,1,814.78,87,test,66.17313,74.911865,70.542496,HIGH,4.352524,6.9690857,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-08,8,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,763.84,444.78,75,50,66.67,67.26,59.68,76.47,7.58,16.78,26,17,5.0,29.41,0.0,0.0,0.0,0.0,58.23,36.65,19.37,15.85,1,1,1,814.78,87,test,83.258194,79.1021,81.180145,HIGH,10.63765,19.205833,HIGH ALERT
PAI-00436,Demo Infrastructure Project 0436,2025-09,9,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,776.18,501.36,75,56,74.67,75.99,68.16,64.96,7.83,-3.2,26,19,5.0,26.32,0.0,0.0,1.0,1.0,64.59,29.33,19.37,15.85,1,1,1,814.78,87,test,60.59423,73.652176,67.1232,MEDIUM,-14.056946,0.93322754,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-10,10,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,788.8,542.54,75,62,82.67,81.25,70.76,81.18,10.49,10.42,26,21,7.0,33.33,0.0,0.0,0.0,0.0,68.78,33.11,19.37,15.85,1,1,1,814.78,87,test,89.634834,83.203,86.418915,HIGH,19.295715,15.876419,CRITICAL
PAI-00436,Demo Infrastructure Project 0436,2025-11,11,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,801.67,599.95,75,69,92.0,93.64,86.87,100.0,6.77,13.13,26,23,7.0,30.43,,1.0,1.0,0.0,74.84,45.41,19.37,15.85,1,1,1,814.78,87,test,87.266,75.142,81.203995,HIGH,-5.21492,0.023849487,WATCH
PAI-00436,Demo Infrastructure Project 0436,2025-12,12,Ministry of Road Transport & Highways,Transport & Logistics,Telangana,Central Government Department,682.57,814.78,636.57,75,75,100.0,98.64,88.89,88.02,9.75,-0.87,26,26,6.0,23.08,0.0,,1.0,0.0,78.13,30.59,19.37,15.85,1,1,1,814.78,87,test,93.588585,70.54473,82.06666,HIGH,0.86266327,14.943459,WATCH
PAI-00437,Demo Infrastructure Project 0437,2025-01,1,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1227.49,108.09,43,4,9.3,6.76,7.23,22.58,-0.47,15.35,25,2,1.0,50.0,0.0,0.0,0.0,1.0,8.81,23.57,16.82,21.5,1,1,1,1421.82,53,test,89.122406,89.83212,89.477264,HIGH,,,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-02,2,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1240.95,208.14,43,7,16.28,15.34,12.48,19.7,2.86,7.21,25,4,2.0,50.0,1.0,1.0,0.0,0.0,16.77,24.04,16.82,21.5,1,1,1,1421.82,53,test,87.922516,91.372574,89.647545,HIGH,0.17028046,,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-03,3,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1255.9,359.26,43,11,25.58,24.67,27.02,34.4,-2.36,7.38,25,6,2.0,33.33,0.0,0.0,0.0,1.0,28.61,19.03,16.82,21.5,1,1,1,1421.82,53,test,85.98218,84.85016,85.41617,HIGH,-4.2313766,,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-04,4,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1271.89,422.8,43,14,32.56,34.26,35.39,53.05,-1.13,17.66,25,8,3.0,37.5,0.0,1.0,0.0,0.0,33.24,29.06,16.82,21.5,1,1,1,1421.82,53,test,91.25241,92.09191,91.67216,HIGH,6.255989,2.194893,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-05,5,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1288.71,586.68,43,18,41.86,41.81,37.52,42.88,4.29,5.36,25,10,6.0,60.0,0.0,0.0,0.0,0.0,45.52,27.57,16.82,21.5,1,1,1,1421.82,53,test,96.62494,97.07437,96.849655,HIGH,5.177498,7.2021103,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-06,6,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1306.22,616.85,43,22,51.16,49.77,39.72,55.56,10.06,15.85,25,12,4.0,33.33,1.0,0.0,0.0,0.0,47.22,41.6,16.82,21.5,1,1,1,1421.82,53,test,90.529045,90.75759,90.643326,HIGH,-6.2063293,5.2271576,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-07,7,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1324.32,702.79,43,25,58.14,59.06,51.95,59.42,7.11,7.47,25,14,8.0,57.14,1.0,0.0,0.0,0.0,53.07,43.22,16.82,21.5,1,1,1,1421.82,53,test,97.99691,97.875496,97.9362,HIGH,7.292877,6.2640457,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-08,8,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1342.95,828.17,43,29,67.44,64.42,60.69,67.67,3.73,6.97,25,16,8.0,50.0,0.0,0.0,0.0,1.0,61.67,24.3,16.82,21.5,1,1,1,1421.82,53,test,84.593704,92.414085,88.5039,HIGH,-9.432304,-8.345757,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-09,9,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1362.06,914.49,43,32,74.42,70.96,62.52,77.13,8.44,14.62,25,18,7.0,38.89,0.0,0.0,0.0,0.0,67.14,37.98,16.82,21.5,1,1,1,1421.82,53,test,86.363914,91.13543,88.74967,HIGH,0.24577332,-1.8936539,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-10,10,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1381.59,1014.66,43,36,83.72,80.53,72.99,84.21,7.53,11.21,25,20,9.0,45.0,1.0,0.0,1.0,0.0,73.44,46.73,16.82,21.5,1,1,1,1421.82,53,test,91.07091,91.4888,91.279854,HIGH,2.530182,-6.656349,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-11,11,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1401.52,1096.38,43,39,90.7,92.77,78.72,85.54,14.04,6.82,25,22,14.0,63.64,0.0,0.0,0.0,0.0,78.23,36.8,16.82,21.5,1,1,1,1421.82,53,test,98.421875,98.36336,98.39262,HIGH,7.1127625,9.888718,CRITICAL
PAI-00437,Demo Infrastructure Project 0437,2025-12,12,Ministry of Jal Shakti,Transport & Logistics,Tamil Nadu,PSU,1217.11,1421.82,1226.77,43,43,100.0,100.0,88.06,96.85,11.94,8.79,25,25,14.0,56.0,1.0,0.0,0.0,1.0,86.28,53.62,16.82,21.5,1,1,1,1421.82,53,test,98.498795,97.829025,98.16391,HIGH,-0.22870636,9.414238,CRITICAL
PAI-00439,Demo Infrastructure Project 0439,2025-01,1,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,499.13,40.68,75,6,8.0,9.7,8.19,12.47,1.51,4.28,11,0,0.0,0.0,0.0,1.0,0.0,0.0,8.15,9.62,12.45,28.46,1,1,1,557.76,97,test,52.824623,51.88194,52.35328,MEDIUM,,,WATCH
PAI-00439,Demo Infrastructure Project 0439,2025-02,2,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,503.19,114.15,75,12,16.0,14.24,15.13,25.2,-0.9,10.06,11,1,0.0,0.0,0.0,0.0,0.0,0.0,22.69,15.52,12.45,28.46,1,1,1,557.76,97,test,66.774536,80.20834,73.49144,HIGH,21.13816,,HIGH ALERT
PAI-00439,Demo Infrastructure Project 0439,2025-03,3,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,507.7,115.09,75,19,25.33,23.67,23.28,29.25,0.4,5.97,11,2,1.0,50.0,0.0,0.0,1.0,,22.67,27.4,12.45,28.46,1,1,1,557.76,97,test,70.54379,72.53092,71.53736,HIGH,-1.9540787,,WATCH
PAI-00439,Demo Infrastructure Project 0439,2025-04,4,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,512.52,161.05,75,25,33.33,32.93,32.91,37.71,0.02,4.8,11,3,1.0,33.33,0.0,0.0,0.0,0.0,31.42,13.83,12.45,28.46,1,1,1,557.76,97,test,57.518314,60.320133,58.919228,MEDIUM,-12.618134,6.5659485,WATCH
PAI-00439,Demo Infrastructure Project 0439,2025-05,5,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,517.6,214.82,75,31,41.33,41.73,43.8,56.15,-2.07,12.35,11,4,1.0,25.0,1.0,0.0,0.0,0.0,41.5,25.21,12.45,28.46,1,1,1,557.76,97,test,63.341946,67.67337,65.50766,MEDIUM,6.5884323,-7.98378,WATCH
PAI-00439,Demo Infrastructure Project 0439,2025-06,6,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,522.88,224.79,75,38,50.67,48.15,55.9,71.27,-7.75,15.37,11,5,2.0,40.0,0.0,0.0,0.0,1.0,42.99,23.58,12.45,28.46,1,1,1,557.76,97,test,88.20562,75.88365,82.04464,HIGH,16.53698,10.507278,HIGH ALERT
PAI-00439,Demo Infrastructure Project 0439,2025-07,7,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,528.34,274.74,75,44,58.67,60.77,59.42,64.27,1.34,4.85,11,6,1.0,16.67,0.0,0.0,0.0,0.0,52.0,13.26,12.45,28.46,1,1,1,557.76,97,test,32.47025,46.071255,39.270752,LOW,-42.773888,-19.648476,NORMAL
PAI-00439,Demo Infrastructure Project 0439,2025-08,8,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,533.96,319.52,75,50,66.67,65.36,66.86,68.96,-1.5,2.1,11,7,1.0,14.29,0.0,0.0,0.0,0.0,59.84,14.37,12.45,28.46,1,1,1,557.76,97,test,23.329712,42.52252,32.926113,LOW,-6.344639,-32.581547,NORMAL
PAI-00439,Demo Infrastructure Project 0439,2025-09,9,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,539.73,351.91,75,56,74.67,75.2,72.46,78.83,2.75,6.37,11,8,2.0,25.0,1.0,0.0,0.0,0.0,65.2,25.39,12.45,28.46,1,1,1,557.76,97,test,34.5857,45.2618,39.923748,LOW,6.997635,-42.12089,NORMAL
PAI-00439,Demo Infrastructure Project 0439,2025-10,10,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,545.62,392.4,75,62,82.67,86.72,76.45,84.34,10.27,7.88,11,9,3.0,33.33,0.0,0.0,1.0,1.0,71.92,39.79,12.45,28.46,1,1,1,557.76,97,test,79.01184,79.74236,79.377106,HIGH,39.453358,40.106354,HIGH ALERT
PAI-00439,Demo Infrastructure Project 0439,2025-11,11,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,551.63,420.58,75,69,92.0,91.27,84.91,,6.36,8.93,11,10,3.0,30.0,0.0,0.0,1.0,0.0,76.24,37.9,12.45,28.46,1,1,1,557.76,97,test,59.9812,57.275284,58.628242,MEDIUM,-20.748863,25.70213,RISING RISK
PAI-00439,Demo Infrastructure Project 0439,2025-12,12,Ministry of Road Transport & Highways,Social Infrastructure,Kerala,Central Government Department,496.0,557.76,464.58,75,75,100.0,100.0,86.36,93.39,13.64,7.03,11,11,4.0,36.36,0.0,0.0,0.0,0.0,83.29,39.65,12.45,28.46,1,1,1,557.76,97,test,86.53006,81.27477,83.90242,HIGH,25.274178,43.978672,HIGH ALERT
PAI-00440,Demo Infrastructure Project 0440,2025-01,1,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1004.53,88.97,83,7,8.43,13.6,8.43,17.1,5.16,8.66,19,1,0.0,0.0,0.0,0.0,0.0,0.0,8.86,14.4,6.08,17.4,0,1,1,1062.36,98,test,60.04228,62.167103,61.10469,MEDIUM,,,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-02,2,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1008.54,203.91,83,14,16.87,10.79,13.85,32.83,-3.07,18.98,19,3,1.0,33.33,0.0,0.0,0.0,0.0,20.22,24.35,6.08,17.4,0,1,1,1062.36,98,test,79.47981,80.85101,80.16541,HIGH,19.060722,,HIGH ALERT
PAI-00440,Demo Infrastructure Project 0440,2025-03,3,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1012.99,234.19,83,21,25.3,24.84,25.26,27.49,-0.42,2.23,19,4,1.0,25.0,0.0,1.0,0.0,0.0,23.12,15.24,6.08,17.4,0,1,1,1062.36,98,test,55.193336,56.420536,55.806934,MEDIUM,-24.358479,,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-04,4,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1017.75,318.4,83,28,33.73,32.63,29.23,43.14,3.39,13.9,19,6,1.0,16.67,,0.0,0.0,0.0,31.29,24.95,6.08,17.4,0,1,1,1062.36,98,test,60.75139,54.687553,57.719467,MEDIUM,1.9125328,-3.3852234,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-05,5,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1022.75,429.02,83,35,42.17,44.16,42.58,54.62,1.58,12.03,19,7,2.0,28.57,1.0,0.0,0.0,0.0,41.95,28.61,6.08,17.4,0,1,1,1062.36,98,test,70.16747,67.32697,68.74722,MEDIUM,11.027756,-11.41819,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-06,6,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1027.96,475.13,83,42,50.6,49.69,51.02,55.79,-1.33,4.77,19,9,2.0,22.22,1.0,0.0,0.0,1.0,46.22,17.85,6.08,17.4,0,1,1,1062.36,98,test,57.807327,56.68497,57.246147,MEDIUM,-11.501076,1.4392128,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-07,7,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1033.35,543.42,83,48,57.83,57.33,50.15,55.92,7.17,5.77,19,11,4.0,36.36,1.0,0.0,1.0,1.0,52.59,39.36,6.08,17.4,0,1,1,1062.36,98,test,78.909996,75.89741,77.4037,HIGH,20.157555,19.684235,HIGH ALERT
PAI-00440,Demo Infrastructure Project 0440,2025-08,8,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1038.89,626.98,83,55,66.27,66.06,60.62,65.7,5.43,5.08,19,12,4.0,33.33,0.0,0.0,0.0,0.0,60.35,30.54,6.08,17.4,0,1,1,1062.36,98,test,53.137554,67.06785,60.1027,MEDIUM,-17.301003,-8.644524,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-09,9,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1044.58,758.82,83,62,74.7,77.81,74.04,82.52,3.77,8.48,19,14,3.0,21.43,1.0,0.0,1.0,0.0,72.64,39.62,6.08,17.4,0,1,1,1062.36,98,test,8.489079,52.09817,30.293625,LOW,-29.809074,-26.952522,NORMAL
PAI-00440,Demo Infrastructure Project 0440,2025-10,10,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1050.39,763.41,83,69,83.13,79.72,75.6,82.94,4.12,7.34,19,15,4.0,26.67,0.0,0.0,1.0,0.0,72.68,32.43,6.08,17.4,0,1,1,1062.36,98,test,28.54085,51.756805,40.148827,MEDIUM,9.855202,-37.254875,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-11,11,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1056.32,894.26,83,76,91.57,92.15,82.83,88.4,9.32,5.57,19,17,8.0,47.06,,0.0,0.0,0.0,84.66,31.39,6.08,17.4,0,1,1,1062.36,98,test,30.844507,85.73828,58.291393,MEDIUM,18.142567,-1.811306,WATCH
PAI-00440,Demo Infrastructure Project 0440,2025-12,12,Ministry of Railways,Social Infrastructure,Karnataka,State-linked Implementing Agency,1001.45,1062.36,924.28,83,83,100.0,100.0,94.38,98.66,5.62,4.29,19,19,6.0,31.58,0.0,0.0,0.0,1.0,87.0,21.66,6.08,17.4,0,1,1,1062.36,98,test,10.700623,60.650475,35.67555,LOW,-22.615845,5.3819237,NORMAL
PAI-00444,Demo Infrastructure Project 0444,2025-01,1,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1487.73,219.27,63,5,7.94,5.79,0.0,6.5,5.79,6.5,14,1,0.0,0.0,0.0,0.0,0.0,0.0,14.74,10.61,20.17,17.58,1,1,1,1769.72,75,test,87.74511,76.03133,81.88822,HIGH,,,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-02,2,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1507.27,286.45,63,10,15.87,18.64,17.53,27.0,1.11,9.47,14,2,1.0,50.0,,1.0,0.0,1.0,19.0,29.04,20.17,17.58,1,1,1,1769.72,75,test,93.62548,83.069214,88.34735,HIGH,6.4591293,,CRITICAL
PAI-00444,Demo Infrastructure Project 0444,2025-03,3,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1528.95,372.68,63,16,25.4,27.44,26.64,37.67,0.79,11.03,14,3,1.0,33.33,0.0,0.0,0.0,1.0,24.37,20.85,20.17,17.58,1,1,1,1769.72,75,test,89.47696,76.95736,83.21716,HIGH,-5.130188,,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-04,4,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1552.15,531.42,63,21,33.33,31.62,34.48,43.3,-2.86,8.82,14,4,1.0,25.0,0.0,1.0,1.0,0.0,34.24,27.95,20.17,17.58,1,1,1,1769.72,75,test,86.4738,78.05886,82.26633,HIGH,-0.9508362,0.37810516,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-05,5,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1576.56,607.9,63,26,41.27,41.04,42.28,54.7,-1.24,12.42,14,5,1.0,20.0,1.0,0.0,0.0,1.0,38.56,22.15,20.17,17.58,1,1,1,1769.72,75,test,85.7478,78.84002,82.29391,HIGH,0.027580261,-6.053444,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-06,6,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1601.97,683.55,63,32,50.79,52.61,55.41,56.43,-2.81,1.02,14,7,2.0,28.57,0.0,0.0,1.0,0.0,42.67,25.72,20.17,17.58,1,1,1,1769.72,75,test,85.60871,62.309498,73.95911,HIGH,-8.334801,-9.258057,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-07,7,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1628.24,865.61,63,37,58.73,58.78,57.05,52.15,1.74,-4.9,14,8,2.0,25.0,0.0,,0.0,0.0,53.16,10.56,20.17,17.58,1,1,1,1769.72,75,test,65.99865,63.967598,64.98312,MEDIUM,-8.975983,-17.283203,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-08,8,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1655.28,877.99,63,42,66.67,63.73,60.81,69.95,2.92,9.14,14,9,3.0,33.33,0.0,0.0,0.0,0.0,53.04,25.75,20.17,17.58,1,1,1,1769.72,75,test,94.5396,71.35212,82.94586,HIGH,17.962738,0.65195465,HIGH ALERT
PAI-00444,Demo Infrastructure Project 0444,2025-09,9,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1683.0,1036.1,63,47,74.6,77.2,73.48,86.7,3.72,13.22,14,10,2.0,20.0,0.0,0.0,1.0,0.0,61.56,31.75,20.17,17.58,1,1,1,1769.72,75,test,94.50638,72.43993,83.47316,HIGH,0.527298,9.514053,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-10,10,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1711.35,1144.68,63,52,82.54,82.59,76.16,77.11,6.43,0.95,14,11,3.0,27.27,0.0,0.0,1.0,,66.89,30.61,20.17,17.58,1,1,1,1769.72,75,test,95.35543,65.11033,80.23288,HIGH,-3.2402802,15.249756,WATCH
PAI-00444,Demo Infrastructure Project 0444,2025-11,11,Ministry of Communications,Transport & Logistics,Uttar Pradesh,State-linked Implementing Agency,1472.67,1740.27,1357.37,63,58,92.06,89.5,81.43,87.42,8.07,5.99,14,12,4.0,33.33,0.0,1.0,0.0,0.0,78.0,32.98,20.17,17.58,1,1,1,1769.72,75,test,81.77943,73.45712,77.61828,HIGH,-2.6146011,-5.3275833,WATCH
